"DateTime";"Bitcoin Price Linear"
"1970-01-01 00:00:00";5,89
"1970-01-01 00:00:00";5,88
"1970-01-01 00:00:00";5,5
"1970-01-01 00:00:00";5,67
"1970-01-01 00:00:00";5,79
"1970-01-01 00:00:00";4,89
"1970-01-01 00:00:00";4,69
"1970-01-01 00:00:00";4,51
"1970-01-01 00:00:00";4,67
"1970-01-01 00:00:00";4,23
"1970-01-01 00:00:00";4,38
"1970-01-01 00:00:00";4,44
"1970-01-01 00:00:00";4,58
"1970-01-01 00:00:00";4,51
"1970-01-01 00:00:00";5,22
"1970-01-01 00:00:00";4,95
"1970-01-01 00:00:00";5
"1970-01-01 00:00:00";4,98
"1970-01-01 00:00:00";5,04
"1970-01-01 00:00:00";4,88
"1970-01-01 00:00:00";4,99
"1970-01-01 00:00:00";5
"1970-01-01 00:00:00";4,79
"1970-01-01 00:00:00";4,65
"1970-01-01 00:00:00";4,81
"1970-01-01 00:00:00";5,06
"1970-01-01 00:00:00";4,98
"1970-01-01 00:00:00";4,93
"1970-01-01 00:00:00";5,01
"1970-01-01 00:00:00";4,93
"1970-01-01 00:00:00";4,94
"1970-01-01 00:00:00";5
"1970-01-01 00:00:00";4,99
"1970-01-01 00:00:00";5,3
"1970-01-01 00:00:00";5,27
"1970-01-01 00:00:00";5,39
"1970-01-01 00:00:00";5,26
"1970-01-01 00:00:00";5,42
"1970-01-01 00:00:00";5,25
"1970-01-01 00:00:00";4,83
"1970-01-01 00:00:00";4,79
"1970-01-01 00:00:00";4,96
"1970-01-01 00:00:00";4,91
"1970-01-01 00:00:00";4,78
"1970-01-01 00:00:00";4,83
"1970-01-01 00:00:00";4,54
"1970-01-01 00:00:00";4,73
"1970-01-01 00:00:00";4,84
"1970-01-01 00:00:00";4,93
"1970-01-01 00:00:00";4,84
"1970-01-01 00:00:00";4,88
"1970-01-01 00:00:00";4,9
"1970-01-01 00:00:00";4,89
"1970-01-01 00:00:00";5,04
"1970-01-01 00:00:00";4,99
"1970-01-01 00:00:00";5,01
"1970-01-01 00:00:00";5
"1970-01-01 00:00:00";4,99
"1970-01-01 00:00:00";4,7
"1970-01-01 00:00:00";4,76
"1970-01-01 00:00:00";4,75
"1970-01-01 00:00:00";4,8
"1970-01-01 00:00:00";4,92
"1970-01-01 00:00:00";4,93
"1970-01-01 00:00:00";4,93
"1970-01-01 00:00:00";4,96
"1970-01-01 00:00:00";4,99
"1970-01-01 00:00:00";4,98
